epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,3945.4,0.49701,0.4287,0.9378,0.68089,0.85693,0.73922,0.69766,0.28265,0.54588,0.85739,0.004654,0.004654,0.004654
110,3981.45,0.50937,0.42632,0.93554,0.708,0.84789,0.73557,0.69,0.28152,0.58871,0.85836,0.0046045,0.0046045,0.0046045
111,4017.4,0.52722,0.43719,0.94278,0.69469,0.8464,0.72021,0.68006,0.27514,0.58231,0.8546,0.004555,0.004555,0.004555
112,4053.54,0.51384,0.43803,0.94043,0.72757,0.8603,0.7579,0.71487,0.2788,0.52706,0.8564,0.0045055,0.0045055,0.0045055
113,4089.52,0.49703,0.42056,0.93445,0.7072,0.88064,0.74472,0.70063,0.2811,0.58954,0.85866,0.004456,0.004456,0.004456
114,4125.53,0.50053,0.41127,0.93654,0.71354,0.84985,0.73302,0.69094,0.2781,0.58908,0.856,0.0044065,0.0044065,0.0044065
115,4161.5,0.50385,0.42203,0.93712,0.7123,0.86954,0.72938,0.68911,0.27546,0.59292,0.85635,0.004357,0.004357,0.004357
116,4197.46,0.49784,0.42784,0.93881,0.68896,0.84265,0.72797,0.68795,0.27546,0.53631,0.85796,0.0043075,0.0043075,0.0043075
117,4233.56,0.49573,0.40275,0.93368,0.70412,0.83457,0.7239,0.68345,0.27764,0.56619,0.858,0.004258,0.004258,0.004258
118,4269.49,0.49883,0.4195,0.93439,0.71889,0.8581,0.72753,0.6845,0.27983,0.55195,0.85749,0.0042085,0.0042085,0.0042085
119,4305.43,0.49505,0.4213,0.93605,0.73975,0.86123,0.74594,0.7037,0.28034,0.52515,0.85662,0.004159,0.004159,0.004159
120,4341.5,0.50307,0.42456,0.93271,0.73098,0.79431,0.72903,0.68684,0.28209,0.53556,0.85809,0.0041095,0.0041095,0.0041095
121,4377.39,0.49419,0.41331,0.9366,0.73734,0.7671,0.72163,0.68017,0.28157,0.49771,0.85914,0.00406,0.00406,0.00406
122,4413.44,0.49867,0.41204,0.93767,0.73987,0.737,0.72281,0.68407,0.2776,0.51176,0.85677,0.0040105,0.0040105,0.0040105
123,4449.39,0.50754,0.41228,0.93613,0.66698,0.8693,0.71911,0.67932,0.27772,0.53193,0.85823,0.003961,0.003961,0.003961
124,4485.4,0.49318,0.41568,0.9307,0.68109,0.83252,0.72013,0.68078,0.27976,0.55396,0.85762,0.0039115,0.0039115,0.0039115
125,4521.33,0.49349,0.41033,0.93162,0.69407,0.85285,0.72434,0.68469,0.28315,0.55197,0.86185,0.003862,0.003862,0.003862
126,4557.2,0.49052,0.41679,0.93969,0.68786,0.8575,0.7267,0.68839,0.27996,0.55084,0.85933,0.0038125,0.0038125,0.0038125
127,4593.21,0.48439,0.41393,0.9297,0.67888,0.82924,0.71971,0.68205,0.2765,0.56415,0.85713,0.003763,0.003763,0.003763
128,4629.05,0.47406,0.40123,0.93019,0.70782,0.84616,0.72109,0.68094,0.27733,0.58749,0.85808,0.0037135,0.0037135,0.0037135
129,4664.89,0.48623,0.41358,0.93292,0.6928,0.85503,0.71808,0.67651,0.27915,0.58817,0.85908,0.003664,0.003664,0.003664
130,4700.87,0.50802,0.4245,0.9327,0.69729,0.83659,0.71933,0.67341,0.28159,0.5613,0.86341,0.0036145,0.0036145,0.0036145
131,4736.82,0.48028,0.4039,0.93018,0.67179,0.85074,0.71257,0.66989,0.27647,0.55764,0.86077,0.003565,0.003565,0.003565
132,4772.92,0.48682,0.40233,0.93182,0.67455,0.83439,0.71904,0.6782,0.27714,0.54263,0.8617,0.0035155,0.0035155,0.0035155
133,4808.84,0.47838,0.40335,0.92496,0.678,0.81626,0.72133,0.68055,0.27656,0.53992,0.86051,0.003466,0.003466,0.003466
134,4844.8,0.49112,0.41385,0.93067,0.68092,0.83347,0.71726,0.67565,0.27544,0.57163,0.85753,0.0034165,0.0034165,0.0034165
135,4880.81,0.48822,0.40945,0.92938,0.65926,0.85604,0.71985,0.68071,0.27265,0.56732,0.85707,0.003367,0.003367,0.003367
136,4916.71,0.474,0.40349,0.9284,0.65653,0.85867,0.71888,0.67821,0.27399,0.58939,0.85824,0.0033175,0.0033175,0.0033175
137,4952.85,0.47872,0.41569,0.93015,0.65063,0.86102,0.70906,0.66983,0.27479,0.59166,0.85933,0.003268,0.003268,0.003268
138,4988.77,0.47832,0.39683,0.92672,0.66076,0.8195,0.71223,0.67279,0.27406,0.5838,0.85857,0.0032185,0.0032185,0.0032185
139,5024.8,0.47556,0.40006,0.92598,0.67659,0.80733,0.72358,0.6834,0.27392,0.54928,0.85771,0.003169,0.003169,0.003169
140,5060.78,0.4767,0.39695,0.9269,0.69022,0.84572,0.72663,0.68704,0.27783,0.60987,0.86128,0.0031195,0.0031195,0.0031195
141,5096.82,0.48842,0.41664,0.92301,0.68343,0.8592,0.72421,0.68288,0.27885,0.6471,0.86022,0.00307,0.00307,0.00307
142,5133.04,0.48831,0.40855,0.92705,0.68908,0.85097,0.71626,0.67711,0.27907,0.67353,0.85968,0.0030205,0.0030205,0.0030205
143,5169.05,0.48783,0.40004,0.92991,0.6876,0.84986,0.71737,0.67684,0.27609,0.68329,0.85726,0.002971,0.002971,0.002971
144,5205.04,0.47715,0.39937,0.92625,0.68522,0.87211,0.71237,0.67366,0.27622,0.70011,0.85811,0.0029215,0.0029215,0.0029215
145,5240.96,0.46115,0.39803,0.9244,0.68459,0.87639,0.70796,0.67032,0.27621,0.70289,0.85845,0.002872,0.002872,0.002872
